Make,Model,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg
Lexus,IS 250,204,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21
Lexus,IS 250,204,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,20
Lexus,IS 250,204,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,20
Lexus,IS 300,215,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Wagon,23,16
Lexus,IS 300,215,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,23,16
Lexus,IS 300,215,6,MANUAL,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,23,16
Lexus,IS 300,255,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19
Lexus,IS 300,255,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19
Lexus,IS 350 C,306,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,27,19
Lexus,IS 350 C,306,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,27,19
Lexus,IS 350 C,306,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,27,19
Lexus,IS 350,306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,19
Lexus,IS 350,306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19
Lexus,IS 350,306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,19
Lexus,IS 350,306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19
Lexus,IS 350,306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19
Lexus,IS 350,306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,19
Lexus,IS F,416,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16
Lexus,IS F,416,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16
Lexus,IS F,416,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16
Infiniti,J30,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16
Infiniti,J30,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16
Infiniti,J30,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16
Infiniti,J30,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16
Infiniti,J30,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16
Infiniti,J30,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16
Infiniti,J30,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24
Volkswagen,Jetta GLI,210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23
Volkswagen,Jetta Hybrid,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42
Volkswagen,Jetta Hybrid,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42
Volkswagen,Jetta Hybrid,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42
Volkswagen,Jetta Hybrid,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42
Volkswagen,Jetta Hybrid,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42
Volkswagen,Jetta Hybrid,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42
Volkswagen,Jetta Hybrid,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42
Volkswagen,Jetta Hybrid,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23
Volkswagen,Jetta SportWagen,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23
Volkswagen,Jetta SportWagen,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29
Volkswagen,Jetta SportWagen,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30
Volkswagen,Jetta SportWagen,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29
Volkswagen,Jetta SportWagen,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23
Volkswagen,Jetta SportWagen,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30
Volkswagen,Jetta SportWagen,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29
Volkswagen,Jetta SportWagen,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23
Volkswagen,Jetta SportWagen,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24
Volkswagen,Jetta SportWagen,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30
Volkswagen,Jetta SportWagen,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30
Volkswagen,Jetta SportWagen,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23
Volkswagen,Jetta SportWagen,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29
Volkswagen,Jetta SportWagen,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29
Volkswagen,Jetta SportWagen,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23
Volkswagen,Jetta SportWagen,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23
Volkswagen,Jetta SportWagen,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23
Volkswagen,Jetta SportWagen,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23
Volkswagen,Jetta SportWagen,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29
Volkswagen,Jetta SportWagen,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,45,31
Volkswagen,Jetta,210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23
Volkswagen,Jetta,170,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,46,31
Volkswagen,Jetta,210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23
Volkswagen,Jetta,210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24
Volkswagen,Jetta,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,45,31
Volkswagen,Jetta,210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24
Volkswagen,Jetta,210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23
Volkswagen,Jetta,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,46,31
Volkswagen,Jetta,210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24
Volkswagen,Jetta,115,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,25
Volkswagen,Jetta,210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24
Volkswagen,Jetta,115,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,25
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,170,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,46,31
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42
Volkswagen,Jetta,115,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,23
Volkswagen,Jetta,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,45,31
Volkswagen,Jetta,115,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,23
Volkswagen,Jetta,115,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,25
Volkswagen,Jetta,170,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,28
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Volkswagen,Jetta,210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23
Volkswagen,Jetta,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,28
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Volkswagen,Jetta,210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24
Volkswagen,Jetta,210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23
Volkswagen,Jetta,150,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,39,28
Volkswagen,Jetta,210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Volkswagen,Jetta,150,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,39,28
Volkswagen,Jetta,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,28
Volkswagen,Jetta,170,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25
Volkswagen,Jetta,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42
Volkswagen,Jetta,150,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,39,28
Volkswagen,Jetta,210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24
Volkswagen,Jetta,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,28
Volkswagen,Jetta,210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24
Volkswagen,Jetta,210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24
Volkswagen,Jetta,210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25
Volkswagen,Jetta,210,4,AUTOMATED_MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24
Volkswagen,Jetta,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,28
Volkswagen,Jetta,150,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,40,28
Volkswagen,Jetta,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,28
Volkswagen,Jetta,150,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,40,28
Volkswagen,Jetta,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,25
Volkswagen,Jetta,210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23
GMC,Jimmy,190,6,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,16,13
GMC,Jimmy,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,19,14
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,19,14
GMC,Jimmy,190,6,UNKNOWN,rear wheel drive,2,N/A,Compact,2dr SUV,19,14
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,19,14
GMC,Jimmy,190,6,UNKNOWN,four wheel drive,2,N/A,Compact,2dr SUV,19,14
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,19,14
GMC,Jimmy,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,19,14
GMC,Jimmy,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,19,14
GMC,Jimmy,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,21,15
GMC,Jimmy,190,6,UNKNOWN,rear wheel drive,2,N/A,Compact,2dr SUV,20,15
GMC,Jimmy,190,6,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,16,13
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,18,14
GMC,Jimmy,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15
GMC,Jimmy,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,18,14
GMC,Jimmy,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,21,15
GMC,Jimmy,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,18,14
GMC,Jimmy,190,6,UNKNOWN,four wheel drive,2,N/A,Compact,2dr SUV,18,14
GMC,Jimmy,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15
GMC,Jimmy,190,6,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,16,13
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,2,N/A,Compact,2dr SUV,18,14
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,18,14
GMC,Jimmy,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,20,14
GMC,Jimmy,190,6,AUTOMATIC,rear wheel drive,2,N/A,Compact,2dr SUV,20,15
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,18,14
GMC,Jimmy,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,18,14
GMC,Jimmy,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,18,14
GMC,Jimmy,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,19
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,19
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,19
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,19
Dodge,Journey,283,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,17
Dodge,Journey,283,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,17
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,19
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,19
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,283,6,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Midsize,4dr SUV,25,17
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,19
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,19
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,283,6,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Midsize,4dr SUV,25,17
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19
Dodge,Journey,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16
Dodge,Journey,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19
Nissan,Juke,188,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,32,28
Nissan,Juke,215,4,MANUAL,front wheel drive,4,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,25
Nissan,Juke,211,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,29,25
Nissan,Juke,188,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,31,26
Nissan,Juke,188,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,32,28
Nissan,Juke,188,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,32,28
Nissan,Juke,188,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,31,26
Nissan,Juke,188,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,4dr Hatchback,31,26
