source,f_count,f_sum,f_min,f_max,f_mean,f_median,g_count,g_sum,g_min,g_max,g_mean,g_median,l_count,l_sum,l_min,l_max,l_mean,l_median
Developer Tech,,,,,,,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Daily Caller,24.0,0.001118768459679585,0.0,0.00022375369193591694,4.661535248664937e-05,4.475073838718339e-05,24,0.013779527559055118,0.0,0.000984251968503937,0.0005741469816272966,0.000984251968503937,24,0.0003441325401897645,0.0,9.832358291136128e-05,1.4338855841240187e-05,0.0
The Standard,4.0,0.00040275664548465053,0.0,0.00022375369193591694,0.00010068916137116263,8.950147677436678e-05,4,0.0,0.0,0.0,0.0,0.0,4,9.832358291136128e-05,0.0,9.832358291136128e-05,2.458089572784032e-05,0.0
iTWire,4.0,0.0002685044303231003,0.0,0.0002685044303231003,6.712610758077508e-05,0.0,4,0.002952755905511811,0.0,0.001968503937007874,0.0007381889763779527,0.0004921259842519685,4,0.0001474853743670419,0.0,9.832358291136128e-05,3.687134359176048e-05,2.458089572784032e-05
Reuters via Yahoo! Sports,44.0,0.0005370088606462006,0.0,0.0003580059070974671,1.2204746832868196e-05,0.0,47,0.0,0.0,0.0,0.0,0.0,47,9.832358291136128e-05,0.0,9.832358291136128e-05,2.0919911257736443e-06,0.0
The Washington Times,2.0,4.475073838718339e-05,0.0,4.475073838718339e-05,2.2375369193591695e-05,2.2375369193591695e-05,4,0.0,0.0,0.0,0.0,0.0,4,0.00019664716582272257,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
PhoneWorld Magazine (press release) (blog),2.0,0.0007160118141949343,4.475073838718339e-05,0.0006712610758077508,0.0003580059070974671,0.0003580059070974671,2,0.012795275590551181,0.005905511811023622,0.006889763779527559,0.0063976377952755905,0.0063976377952755905,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
Vogue.com,1.0,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
FierceTelecom,2.0,8.950147677436678e-05,0.0,8.950147677436678e-05,4.475073838718339e-05,4.475073838718339e-05,2,0.000984251968503937,0.0,0.000984251968503937,0.0004921259842519685,0.0004921259842519685,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
Upstart,2.0,8.950147677436678e-05,0.0,8.950147677436678e-05,4.475073838718339e-05,4.475073838718339e-05,2,0.0,0.0,0.0,0.0,0.0,2,0.0001474853743670419,4.916179145568064e-05,9.832358291136128e-05,7.374268718352096e-05,7.374268718352096e-05
Mic,3.0,0.005951848205495391,0.0002685044303231003,0.00290879799516692,0.001983949401831797,0.00277454578000537,3,0.0,0.0,0.0,0.0,0.0,3,9.832358291136128e-05,0.0,9.832358291136128e-05,3.2774527637120426e-05,0.0
Kuwait Times,5.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,0.0001474853743670419,0.0,9.832358291136128e-05,2.9497074873408382e-05,0.0
Movie TV Tech Geeks News,1.0,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
PC Tech Magazine,1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Headlines & Global News,2.0,0.0007160118141949343,0.00013425221516155016,0.000581759599033384,0.0003580059070974671,0.0003580059070974671,3,0.003937007874015748,0.0,0.003937007874015748,0.0013123359580052493,0.0,3,9.832358291136128e-05,0.0,9.832358291136128e-05,3.2774527637120426e-05,0.0
Enterprise Irregulars (blog),1.0,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Reuters Blogs (blog),1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Independent Reporter,11.0,0.00013425221516155016,0.0,8.950147677436678e-05,1.2204746832868196e-05,0.0,11,0.0,0.0,0.0,0.0,0.0,11,9.832358291136128e-05,0.0,9.832358291136128e-05,8.93850753739648e-06,0.0
Pharmaceutical Executive (press release) (registration) (blog),,,,,,,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Channel Pro,2.0,8.950147677436678e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,2,0.001968503937007874,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
IT Business Edge,,,,,,,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
CIO Dive,2.0,0.00017900295354873356,4.475073838718339e-05,0.00013425221516155016,8.950147677436678e-05,8.950147677436678e-05,2,0.000984251968503937,0.0,0.000984251968503937,0.0004921259842519685,0.0004921259842519685,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
The Marshalltown,1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
AAP via Yahoo!7 Finance,2.0,0.0,0.0,0.0,0.0,0.0,4,0.000984251968503937,0.0,0.000984251968503937,0.00024606299212598425,0.0,4,9.832358291136128e-05,0.0,9.832358291136128e-05,2.458089572784032e-05,0.0
SFGate,4.0,0.002282287657746353,0.0,0.0016557773203257854,0.0005705719144365883,0.0003132551687102837,4,0.000984251968503937,0.0,0.000984251968503937,0.00024606299212598425,0.0,4,9.832358291136128e-05,0.0,9.832358291136128e-05,2.458089572784032e-05,0.0
Aircraft Maintenance Technology,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Onrec,1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
The Star,5.0,8.950147677436678e-05,0.0,8.950147677436678e-05,1.7900295354873356e-05,0.0,6,0.0,0.0,0.0,0.0,0.0,6,9.832358291136128e-05,0.0,9.832358291136128e-05,1.6387263818560213e-05,0.0
24/7 Wall St. via Yahoo! Finance,3.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3,9.832358291136128e-05,0.0,9.832358291136128e-05,3.2774527637120426e-05,0.0
Expert Reviews,6.0,0.001745278797100152,4.475073838718339e-05,0.0012082699364539516,0.000290879799516692,0.00011187684596795847,6,0.0,0.0,0.0,0.0,0.0,6,9.832358291136128e-05,0.0,9.832358291136128e-05,1.6387263818560213e-05,0.0
Go Certify,1.0,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Broadcasting & Cable,3.0,4.475073838718339e-05,0.0,4.475073838718339e-05,1.4916912795727796e-05,0.0,3,0.000984251968503937,0.0,0.000984251968503937,0.00032808398950131233,0.0,3,0.00019664716582272257,4.916179145568064e-05,9.832358291136128e-05,6.554905527424085e-05,4.916179145568064e-05
Consequence of Sound (blog),1.0,0.006533607804528775,0.006533607804528775,0.006533607804528775,0.006533607804528775,0.006533607804528775,2,0.002952755905511811,0.000984251968503937,0.001968503937007874,0.0014763779527559055,0.0014763779527559055,2,0.0001474853743670419,4.916179145568064e-05,9.832358291136128e-05,7.374268718352096e-05,7.374268718352096e-05
Concord Monitor,1.0,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
pcplus tabloid komputer,2.0,0.000581759599033384,0.00022375369193591694,0.0003580059070974671,0.000290879799516692,0.000290879799516692,2,0.0,0.0,0.0,0.0,0.0,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
The Lawyer,1.0,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,1,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
CBS Sports,1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
NBC 29 News,1.0,0.00017900295354873356,0.00017900295354873356,0.00017900295354873356,0.00017900295354873356,0.00017900295354873356,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
eTurboNews,1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
San Jose Mercury News,9.0,0.0013425221516155017,0.0,0.0006265103374205674,0.00014916912795727796,4.475073838718339e-05,10,0.006889763779527559,0.0,0.003937007874015748,0.0006889763779527559,0.0,10,0.00019664716582272257,0.0,9.832358291136128e-05,1.9664716582272256e-05,0.0
Chronicle of Philanthropy (subscription),2.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
Trade Arabia,7.0,8.950147677436678e-05,0.0,4.475073838718339e-05,1.2785925253480968e-05,0.0,7,0.0,0.0,0.0,0.0,0.0,7,9.832358291136128e-05,0.0,9.832358291136128e-05,1.4046226130194469e-05,0.0
Animation World Network,1.0,0.0005370088606462006,0.0005370088606462006,0.0005370088606462006,0.0005370088606462006,0.0005370088606462006,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
News18,2.0,0.00022375369193591697,4.475073838718339e-05,0.00017900295354873356,0.00011187684596795848,0.00011187684596795848,4,0.003937007874015748,0.0,0.002952755905511811,0.000984251968503937,0.0004921259842519685,4,9.832358291136128e-05,0.0,9.832358291136128e-05,2.458089572784032e-05,0.0
WFMYNews2.com,1.0,0.00022375369193591694,0.00022375369193591694,0.00022375369193591694,0.00022375369193591694,0.00022375369193591694,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
The Bitbag,3.0,0.00040275664548465053,8.950147677436678e-05,0.00022375369193591694,0.00013425221516155019,8.950147677436678e-05,8,0.0,0.0,0.0,0.0,0.0,8,9.832358291136128e-05,0.0,9.832358291136128e-05,1.229044786392016e-05,0.0
Marketplace.org,2.0,0.0004922581222590172,8.950147677436678e-05,0.0004027566454846505,0.0002461290611295086,0.0002461290611295086,2,0.001968503937007874,0.0,0.001968503937007874,0.000984251968503937,0.000984251968503937,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
AsiaOne,7.0,0.0004922581222590173,0.0,0.0003132551687102837,7.032258889414533e-05,4.475073838718339e-05,7,0.0,0.0,0.0,0.0,0.0,7,9.832358291136128e-05,0.0,9.832358291136128e-05,1.4046226130194469e-05,0.0
CityMetric,1.0,0.0008502640293564844,0.0008502640293564844,0.0008502640293564844,0.0008502640293564844,0.0008502640293564844,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
WTKR Norfolk,1.0,0.0010740177212924013,0.0010740177212924013,0.0010740177212924013,0.0010740177212924013,0.0010740177212924013,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
IANS via Yahoo! Finance India,1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
The Daily Star,8.0,0.0030878009487156537,0.0,0.0012530206748411349,0.0003859751185894567,0.00013425221516155016,9,0.002952755905511811,0.0,0.001968503937007874,0.00032808398950131233,0.0,9,0.0001474853743670419,0.0,9.832358291136128e-05,1.6387263818560213e-05,0.0
Twinfinite,3.0,0.00040275664548465053,4.475073838718339e-05,0.0002685044303231003,0.00013425221516155019,8.950147677436678e-05,3,0.00984251968503937,0.000984251968503937,0.005905511811023622,0.0032808398950131233,0.002952755905511811,3,9.832358291136128e-05,0.0,9.832358291136128e-05,3.2774527637120426e-05,0.0
Investopedia,20.0,0.657433097646111,0.0,0.6538082878367493,0.03287165488230555,6.712610758077508e-05,22,0.0,0.0,0.0,0.0,0.0,22,9.832358291136128e-05,0.0,9.832358291136128e-05,4.46925376869824e-06,0.0
The Consumerist,4.0,0.009845162445180347,0.0004027566454846505,0.00541483934484919,0.0024612906112950867,0.0020137832274232524,4,0.016732283464566927,0.001968503937007874,0.008858267716535433,0.004183070866141732,0.002952755905511811,4,9.832358291136128e-05,0.0,9.832358291136128e-05,2.458089572784032e-05,0.0
MarketWatch via Yahoo! Finance,,,,,,,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Gawker,,,,,,,1,0.021653543307086614,0.021653543307086614,0.021653543307086614,0.021653543307086614,0.021653543307086614,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
TheBlaze.com,2.0,0.00528058712968764,0.001969032489036069,0.003311554640651571,0.00264029356484382,0.00264029356484382,2,0.0,0.0,0.0,0.0,0.0,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
rediff.com,7.0,0.0008950147677436678,0.0,0.0003132551687102837,0.00012785925253480968,4.475073838718339e-05,7,0.0,0.0,0.0,0.0,0.0,7,0.0001474853743670419,0.0,9.832358291136128e-05,2.10693391952917e-05,0.0
WT VOX,1.0,0.0,0.0,0.0,0.0,0.0,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Waltonian,6.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,6,9.832358291136128e-05,0.0,9.832358291136128e-05,1.6387263818560213e-05,0.0
CrackBerry.com,1.0,0.00022375369193591694,0.00022375369193591694,0.00022375369193591694,0.00022375369193591694,0.00022375369193591694,1,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Swarajya,,,,,,,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
PPcorn (blog),3.0,0.00013425221516155016,4.475073838718339e-05,4.475073838718339e-05,4.4750738387183384e-05,4.475073838718339e-05,3,0.001968503937007874,0.0,0.000984251968503937,0.0006561679790026247,0.000984251968503937,3,9.832358291136128e-05,0.0,9.832358291136128e-05,3.2774527637120426e-05,0.0
NerdWallet (blog),5.0,0.0003580059070974671,0.0,0.0002685044303231003,7.160118141949342e-05,4.475073838718339e-05,5,0.002952755905511811,0.0,0.001968503937007874,0.0005905511811023622,0.0,5,9.832358291136128e-05,0.0,9.832358291136128e-05,1.9664716582272256e-05,0.0
Business Wire,,,,,,,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
InvestCorrectly,6.0,0.0004922581222590173,4.475073838718339e-05,0.00022375369193591694,8.20430203765029e-05,4.475073838718339e-05,6,0.003937007874015748,0.0,0.001968503937007874,0.0006561679790026247,0.0004921259842519685,6,0.00019664716582272257,0.0,9.832358291136128e-05,3.2774527637120426e-05,0.0
Morning News USA,4.0,0.00044750738387183393,8.950147677436678e-05,0.00017900295354873356,0.00011187684596795848,8.950147677436678e-05,4,0.003937007874015748,0.0,0.001968503937007874,0.000984251968503937,0.000984251968503937,4,0.0001474853743670419,0.0,9.832358291136128e-05,3.687134359176048e-05,2.458089572784032e-05
Road to VR,3.0,0.0011187684596795848,0.00022375369193591694,0.0005370088606462006,0.0003729228198931949,0.0003580059070974671,3,0.003937007874015748,0.000984251968503937,0.001968503937007874,0.0013123359580052493,0.000984251968503937,3,0.0001474853743670419,0.0,9.832358291136128e-05,4.9161791455680635e-05,4.916179145568064e-05
VICE News,1.0,0.0022375369193591696,0.0022375369193591696,0.0022375369193591696,0.0022375369193591696,0.0022375369193591696,1,0.00984251968503937,0.00984251968503937,0.00984251968503937,0.00984251968503937,0.00984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
A.V. Club,2.0,0.0023717891345207197,0.000581759599033384,0.0017900295354873355,0.0011858945672603598,0.0011858945672603598,2,0.001968503937007874,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
Accounting Today,2.0,8.950147677436678e-05,0.0,8.950147677436678e-05,4.475073838718339e-05,4.475073838718339e-05,2,0.0,0.0,0.0,0.0,0.0,2,0.0001474853743670419,4.916179145568064e-05,9.832358291136128e-05,7.374268718352096e-05,7.374268718352096e-05
TameBay,1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Myanmar Times,1.0,0.001163519198066768,0.001163519198066768,0.001163519198066768,0.001163519198066768,0.001163519198066768,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
WHAS11.com,1.0,0.00013425221516155016,0.00013425221516155016,0.00013425221516155016,0.00013425221516155016,0.00013425221516155016,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
"Motorsport.com, Edition: Global",,,,,,,1,0.0,0.0,0.0,0.0,0.0,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
Android Community,7.0,0.00528058712968764,8.950147677436678e-05,0.002864047256779737,0.0007543695899553772,0.0004027566454846505,7,0.08464566929133857,0.002952755905511811,0.021653543307086614,0.012092238470191224,0.00984251968503937,7,0.00019664716582272257,0.0,9.832358291136128e-05,2.8092452260388937e-05,0.0
Wall Street Pit,2.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
Bitbag,19.0,0.0007160118141949344,0.0,0.0003580059070974671,3.7684832326049175e-05,0.0,20,0.000984251968503937,0.0,0.000984251968503937,4.921259842519685e-05,0.0,20,0.0001474853743670419,0.0,9.832358291136128e-05,7.374268718352096e-06,0.0
NJ.com,1.0,0.0008950147677436678,0.0008950147677436678,0.0008950147677436678,0.0008950147677436678,0.0008950147677436678,1,0.004921259842519685,0.004921259842519685,0.004921259842519685,0.004921259842519685,0.004921259842519685,1,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05,9.832358291136128e-05
KMWorld Magazine,2.0,0.008681643247113577,4.475073838718339e-05,0.008636892508726395,0.004340821623556789,0.004340821623556789,2,0.033464566929133854,0.000984251968503937,0.03248031496062992,0.016732283464566927,0.016732283464566927,2,9.832358291136128e-05,0.0,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05
Otago Daily Times,3.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3,9.832358291136128e-05,0.0,4.916179145568064e-05,3.2774527637120426e-05,4.916179145568064e-05
Rappler,5.0,0.04211044482233957,0.0008950147677436678,0.03700886064620066,0.008422088964467913,0.0014320236283898685,6,0.003937007874015748,0.0,0.001968503937007874,0.0006561679790026247,0.0004921259842519685,6,4.916179145568064e-05,0.0,4.916179145568064e-05,8.193631909280106e-06,0.0
Point of Sale News (tm) (press release) (blog),1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05
Newsx,2.0,0.00013425221516155016,4.475073838718339e-05,8.950147677436678e-05,6.712610758077508e-05,6.712610758077508e-05,2,0.0,0.0,0.0,0.0,0.0,2,4.916179145568064e-05,0.0,4.916179145568064e-05,2.458089572784032e-05,2.458089572784032e-05
The West Australian via Yahoo!7 News,1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.0,0.0,0.0,0.0,0.0,1,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05
T.H.E. Journal,3.0,8.950147677436678e-05,0.0,4.475073838718339e-05,2.9833825591455593e-05,4.475073838718339e-05,4,0.000984251968503937,0.0,0.000984251968503937,0.00024606299212598425,0.0,4,9.832358291136128e-05,0.0,4.916179145568064e-05,2.458089572784032e-05,2.458089572784032e-05
CBS Local,3.0,0.008994898415823863,0.00017900295354873356,0.007294370357110893,0.0029982994719412875,0.0015215251051642353,4,0.000984251968503937,0.0,0.000984251968503937,0.00024606299212598425,0.0,4,4.916179145568064e-05,0.0,4.916179145568064e-05,1.229044786392016e-05,0.0
Gematsu,2.0,0.006309854112592857,0.0017452787971001522,0.004564575315492705,0.0031549270562964285,0.0031549270562964285,2,0.005905511811023622,0.000984251968503937,0.004921259842519685,0.002952755905511811,0.002952755905511811,2,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05
BusinessTech,1.0,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05
TechTarget (blog),2.0,4.475073838718339e-05,0.0,4.475073838718339e-05,2.2375369193591695e-05,2.2375369193591695e-05,2,0.0,0.0,0.0,0.0,0.0,2,9.832358291136128e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05
The Mary Sue,2.0,0.006488857066141591,0.0002685044303231003,0.006220352635818491,0.0032444285330707956,0.0032444285330707956,4,0.040354330708661415,0.0,0.03641732283464567,0.010088582677165354,0.001968503937007874,4,4.916179145568064e-05,0.0,4.916179145568064e-05,1.229044786392016e-05,0.0
TCPalm,2.0,4.475073838718339e-05,0.0,4.475073838718339e-05,2.2375369193591695e-05,2.2375369193591695e-05,2,0.0,0.0,0.0,0.0,0.0,2,4.916179145568064e-05,0.0,4.916179145568064e-05,2.458089572784032e-05,2.458089572784032e-05
Daily Sabah,4.0,0.00013425221516155016,0.0,8.950147677436678e-05,3.356305379038754e-05,2.2375369193591695e-05,4,0.0,0.0,0.0,0.0,0.0,4,4.916179145568064e-05,0.0,4.916179145568064e-05,1.229044786392016e-05,0.0
Lawfare (blog),1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,4.916179145568064e-05,0.0,4.916179145568064e-05,2.458089572784032e-05,2.458089572784032e-05
Complex,1.0,0.003222053163877204,0.003222053163877204,0.003222053163877204,0.003222053163877204,0.003222053163877204,1,0.004921259842519685,0.004921259842519685,0.004921259842519685,0.004921259842519685,0.004921259842519685,1,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05
Arkansas Business,1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.0,0.0,0.0,0.0,0.0,1,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05
Day Herald,1.0,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,1,0.0,0.0,0.0,0.0,0.0,1,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05
GovConWire,2.0,0.00013425221516155016,4.475073838718339e-05,8.950147677436678e-05,6.712610758077508e-05,6.712610758077508e-05,2,0.0,0.0,0.0,0.0,0.0,2,4.916179145568064e-05,0.0,4.916179145568064e-05,2.458089572784032e-05,2.458089572784032e-05
Benchmark Monitor,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05,4.916179145568064e-05
